player_id,player_name,predicted_points,opponent_team_name,opp_dificulty_rating
326,Adama,1.0,Brentford,3
327,Andreas,0.0,Arsenal,5
328,Sessegnon,2.0,Arsenal,5
329,Wilson,3.0,Arsenal,5
330,Berge,2.0,Arsenal,5
331,Cairney,1.0,Arsenal,5
332,Lukić,2.0,Arsenal,5
333,Godo,0.0,Arsenal,5
334,Harris,0.0,Arsenal,5
335,King,1.0,Arsenal,5
336,Reed,0.0,Arsenal,5
337,Raúl,2.0,Arsenal,5
338,Muniz,2.0,Arsenal,5
339,Meslier,0.0,Burnley,1
340,Cairns,0.0,Burnley,1
341,Darlow,5.0,Burnley,1
342,Bogle,4.0,Burnley,1
343,Struijk,5.0,Burnley,1
344,Bijol,6.0,Burnley,1
345,Bornauw,0.0,Burnley,1
346,Byram,0.0,Burnley,1
347,Gudmundsson,5.0,Burnley,1
348,Rodon,2.0,Burnley,1
349,Schmidt,0.0,Burnley,1
350,Aaronson,5.0,Burnley,1
351,Gnonto,2.0,Burnley,1
352,Harrison,0.0,Burnley,1
353,James,0.0,Burnley,1
354,Ampadu,5.0,Burnley,1
355,Greenwood,0.0,Burnley,1
356,Gruev,2.0,Burnley,1
357,Ramazani,0.0,Burnley,1
358,Tanaka,4.0,Burnley,1
359,Crew,0.0,Burnley,1
360,Gelhardt,0.0,Burnley,1
361,Gyabi,0.0,Burnley,1
362,Piroe,0.0,Burnley,1
363,Bamford,0.0,Burnley,1
364,Mateo Joseph,0.0,Burnley,1
365,Nmecha,2.0,Burnley,1
366,A.Becker,0.0,Man Utd,3
367,Mamardashvili,2.0,Man Utd,3
368,Pécsi,0.0,Man Utd,3
369,Woodman,2.0,Man Utd,3
370,Frimpong,2.0,Man Utd,3
371,Kerkez,1.0,Man Utd,3
372,Robertson,3.0,Man Utd,3
373,Virgil,4.0,Man Utd,3
374,Konaté,4.0,Man Utd,3
375,Bradley,0.0,Man Utd,3
376,Gomez,1.0,Man Utd,3
377,Tsimikas,0.0,Man Utd,3
378,Nallo,0.0,Man Utd,3
379,R.Williams,0.0,Man Utd,3
380,Ramsay,0.0,Man Utd,3
381,M.Salah,3.0,Man Utd,3
382,Wirtz,3.0,Man Utd,3
383,Luis Díaz,0.0,Man Utd,3
384,Gakpo,3.0,Man Utd,3
385,Chiesa,0.0,Man Utd,3
386,Mac Allister,2.0,Man Utd,3
387,Szoboszlai,4.0,Man Utd,3
388,C.Jones,3.0,Man Utd,3
389,Elliott,0.0,Spurs,3
390,Gravenberch,2.0,Man Utd,3
391,Gannon-Doak,1.0,Crystal Palace,3
392,Endo,0.0,Man Utd,3
393,Bajcetic,0.0,Man Utd,3
394,McConnell,0.0,Man Utd,3
395,Morton,0.0,Man Utd,3
396,Nyoni,0.0,Man Utd,3
397,Darwin,0.0,Man Utd,3
398,Danns,0.0,Man Utd,3
399,Ederson M.,0.0,Everton,3
400,Ortega Moreno,0.0,Chelsea,3
401,Bettinelli,0.0,Everton,3
402,Aït-Nouri,2.0,Everton,3
403,Gvardiol,0.0,Everton,3
404,Akanji,0.0,Everton,3
405,Aké,0.0,Everton,3
406,Khusanov,3.0,Everton,3
407,Matheus N.,4.0,Everton,3
408,Rúben,1.0,Everton,3
409,Stones,0.0,Everton,3
410,Lewis,0.0,Everton,3
411,O'Reilly,2.0,Everton,3
412,Vitor Reis,0.0,Everton,3
413,Marmoush,0.0,Everton,3
414,Foden,1.0,Everton,3
415,Savinho,1.0,Everton,3
416,Bernardo,3.0,Everton,3
417,Cherki,3.0,Everton,3
418,Doku,3.0,Everton,3
419,Grealish,0.0,Man City,4
420,Gündoğan,0.0,Everton,3
421,Rodrigo,2.0,Everton,3
422,Kovačić,1.0,Everton,3
423,N.Gonzalez,1.0,Everton,3
424,Bobb,1.0,Arsenal,5
425,Echeverri,0.0,Everton,3
426,McAtee,0.0,Chelsea,3
427,Reijnders,0.0,Everton,3
428,Nypan,0.0,Everton,3
429,Phillips,0.0,Everton,3
430,Haaland,5.0,Everton,3
431,Bayindir,0.0,Liverpool,3
432,Onana,0.0,Liverpool,3
433,Harrison,0.0,Liverpool,3
434,Heaton,0.0,Liverpool,3
435,Mee,0.0,Liverpool,3
436,De Ligt,0.0,Liverpool,3
